,context,question,answer
364,"Part of the Haunted Mansion attraction at Disneyland in Anaheim, California, and Disneyland in Paris, France, takes place on an elevator. The ""stretching room"" on the ride is actually an elevator that travels downwards, giving access to a short underground tunnel which leads to the rest of the attraction. The elevator has no ceiling and its shaft is decorated to look like walls of a mansion. Because there is no roof, passengers are able to see the walls of the shaft by looking up, which gives the illusion of the room stretching.","[' The Haunted Mansion at Disneyland in California and the one in Paris, France sharewhat attribute?', 'What is the name of area that is really an elevator?', ""What is included in the elevator's design?"", 'What is the illusion given by these effects?']","['takes place on an elevator', 'The ""stretching room""', 'The elevator has no ceiling and its shaft is decorated to look like walls of a mansion', 'the illusion of the room stretching']"
365,"After the Voyager 2 flyby mission, the next step in scientific exploration of the Neptunian system, is considered to be a Flagship orbital mission. Such a hypothetical mission is envisioned to be possible at in the late 2020s or early 2030s. However, there have been a couple of discussions to launch Neptune missions sooner. In 2003, there was a proposal in NASA's ""Vision Missions Studies"" for a ""Neptune Orbiter with Probes"" mission that does Cassini-level science. Another, more recent proposal was for Argo, a flyby spacecraft to be launched in 2019, that would visit Jupiter, Saturn, Neptune, and a Kuiper belt object. The focus would be on Neptune and its largest moon Triton to be investigated around 2029. The proposed New Horizons 2 mission (which was later scrapped) might also have done a close flyby of the Neptunian system.","['When is the next hypothetical mission to Neptune?', 'What about Neptune did NASA propose in 2003 in their ""Vision Missions Studies""?', 'When will Argo be launched?', 'What will Argo visit?', 'When can we expect Argo to visit Triton?']","['late 2020s', 'Neptune Orbiter with Probes', '2019', 'Jupiter, Saturn, Neptune, and a Kuiper belt object', '2029']"
366,"Besides increased efficiency of power plants, there was an increase in efficiency (between 1950 and 1973) of the railway utilization of this electricity with energy-intensity dropping from 218 to 124 kwh/10,000 gross tonne-km (of both passenger and freight trains) or a 43% drop. Since energy-intensity is the inverse of energy-efficiency it drops as efficiency goes up. But most of this 43% decrease in energy-intensity also benefited diesel traction. The conversion of wheel bearings from plain to roller, increase of train weight, converting single track lines to double track (or partially double track), and the elimination of obsolete 2-axle freight cars increased the energy-efficiency of all types of traction: electric, diesel, and steam. However, there remained a 12–15% reduction of energy-intensity that only benefited electric traction (and not diesel). This was due to improvements in locomotives, more widespread use of regenerative braking (which in 1989 recycled 2.65% of the electric energy used for traction,) remote control of substations, better handling of the locomotive by the locomotive crew, and improvements in automation. Thus the overall efficiency of electric traction as compared to diesel more than doubled between 1950 and the mid-1970s in the Soviet Union. But after 1974 (thru 1980) there was no improvement in energy-intensity (wh/tonne-km) in part due to increasing speeds of passenger and freight trains.","['What caused the energy efficiency to go up?', 'What type of locomotives got improved during 1950-1973 in Soviet Union?', 'How much of energy was saved and re-used due to regenerative braking in 1989?', 'Was there an energy efficiency improvement in the period 1974 through 1980?', 'Elimination of what helped the efficiency of diesel traction to go up?']","['energy-intensity dropping', 'electric', '2.65%', 'no improvement', '2-axle freight cars']"
367,"Calvin Veltman undertook, for the National Center for Education Statistics and for the Hispanic Policy Development Project, the most complete study of English language adoption by Hispanophone immigrants. Mr Veltman's language shift studies document high bilingualism rates and subsequent adoption of English as the preferred language of Hispanics, particularly by the young and the native-born. The complete set of these studies' demographic projections postulates the near-complete assimilation of a given Hispanophone immigrant cohort within two generations. Although his study based itself upon a large 1976 sample from the Bureau of the Census (which has not been repeated), data from the 1990 Census tend to confirm the great Anglicization of the US Hispanic American origin population.","['Are there studies on Hispanic-American language?', ""What is Calvin Veltman' study about?"", ""Is Calvin Veltman' relevant to today's Hispanic Americans?"", ""Are there other similar findings similar to Calvin Veltman' for the modern age?"", ""What was Calvin Veltman' findings?""]","['Calvin Veltman undertook, for the National Center for Education Statistics and for the Hispanic Policy Development Project', 'the most complete study of English language adoption by Hispanophone immigrants', 'his study based itself upon a large 1976 sample from the Bureau of the Census (which has not been repeated),', 'data from the 1990 Census tend to confirm the great Anglicization of the US Hispanic American origin population.', 'high bilingualism rates and subsequent adoption of English as the preferred language of Hispanics, particularly by the young and the native-born.']"
368,"After the defeat of the Confederacy, federal forces remained in Charleston during the city's reconstruction. The war had shattered the prosperity of the antebellum city. Freed slaves were faced with poverty and discrimination, but a large community of free people of color had been well-established in the city before the war and became the leaders of the postwar Republican Party and its legislators. Men who had been free people of color before the war comprised 26% of those elected to state and federal office in South Carolina from 1868 to 1876.","['What percentage of those elected from 1868 to 1876 were Freemen?', 'Freeman became the leaders of what party in Charleston?', 'What else did freed slaves face in postwar Charleston besides discrimination?', 'For what did the Federal forces remain in Charleston?', 'Which side was defeated in the war before Reconstruction?']","['26%', 'postwar Republican Party', 'poverty', ""city's reconstruction"", 'Confederacy']"
369,"After the Communist Party of China took power in 1949, the flag of China became a red flag with a large star symbolizing the Communist Party, and smaller stars symbolizing workers, peasants, the urban middle class and rural middle class. The flag of the Communist Party of China became a red banner with a hammer and sickle, similar to that on the Soviet flag. In the 1950s and 1960s, other Communist regimes such as Vietnam and Laos also adopted red flags. Some Communist countries, such as Cuba, chose to keep their old flags; and other countries used red flags which had nothing to do with Communism or socialism; the red flag of Nepal, for instance, represents the national flower.","['What did the biggest star on the flag of China in 1949 represent?', 'What does the red color in the Nepalese flag represent?', 'In the mid 20th century the flag of Laos was primarily what color?', 'Which group gained power in China in 1949?', 'In what year during the 20th century did the Chinese flag become red?']","['the Communist Party', 'the national flower', 'red', 'the Communist Party of China', '1949']"
370,"In recent years a large number of wartime recordings relating to the Blitz have been made available on audiobooks such as The Blitz, The Home Front and British War Broadcasting. These collections include period interviews with civilians, servicemen, aircrew, politicians and Civil Defence personnel, as well as Blitz actuality recordings, news bulletins and public information broadcasts. Notable interviews include Thomas Alderson, the first recipient of the George Cross, John Cormack, who survived eight days trapped beneath rubble on Clydeside, and Herbert Morrison's famous ""Britain shall not burn"" appeal for more fireguards in December 1940.","['What are the audiobooks with wartime recordings?', 'What are some of the things included in these recordings?', 'What is one of the notable recordings included?', 'What is a second recording that is of note?']","['The Blitz, The Home Front and British War Broadcasting', 'period interviews with civilians, servicemen, aircrew, politicians and Civil Defence personnel, as well as Blitz actuality recordings', 'Thomas Alderson, the first recipient of the George Cross, John Cormack, who survived eight days trapped beneath rubble on Clydeside', 'Herbert Morrison\'s famous ""Britain shall not burn"" appeal for more fireguards in December 1940.']"
371,"A reward will be paid to any person who furnishes information which leads to an arrest, conviction, or revocation of a license, so long as they are not a local, state, or federal employee in the performance of official duties. The Secretary may also provide reasonable and necessary costs incurred for the care of fish, wildlife, and forest service or plant pending the violation caused by the criminal. If the balance ever exceeds $500,000 the Secretary of the Treasury is required to deposit an amount equal to the excess into the cooperative endangered species conservation fund.","['Is the public given incentive to report Endangered Species Act violations?', 'Given that a violator caused wildlife harm, who may provide financial assistance for the care of the harmed wildlife?', 'Costs over what balance lead to the Secretary of the Treasury depositing money into the cooperative endangered species conservation fund?']","['A reward will be paid to any person who furnishes information which leads to an arrest, conviction, or revocation of a license', 'The Secretary', '$500,000']"
372,"The lowest pressure that can be attained in a system is also dependent on many things other than the nature of the pumps. Multiple pumps may be connected in series, called stages, to achieve higher vacuums. The choice of seals, chamber geometry, materials, and pump-down procedures will all have an impact. Collectively, these are called vacuum technique. And sometimes, the final pressure is not the only relevant characteristic. Pumping systems differ in oil contamination, vibration, preferential pumping of certain gases, pump-down speeds, intermittent duty cycle, reliability, or tolerance to high leakage rates.","['When multiple pumps are connected in series to produce higher vacuum it is called what?', 'The choice of seals, or chamber geometry ,for example impact a pump. Together these are options are called what?', 'What are two other relevant characteristics of a pumping system along with final pressure?']","['stages', 'vacuum technique', 'oil contamination, vibration']"
373,"Han-era medical physicians believed that the human body was subject to the same forces of nature that governed the greater universe, namely the cosmological cycles of yin and yang and the five phases. Each organ of the body was associated with a particular phase. Illness was viewed as a sign that qi or ""vital energy"" channels leading to a certain organ had been disrupted. Thus, Han-era physicians prescribed medicine that was believed to counteract this imbalance. For example, since the wood phase was believed to promote the fire phase, medicinal ingredients associated with the wood phase could be used to heal an organ associated with the fire phase. To this end, the physician Zhang Zhongjing (c. 150–c. 219 AD) prescribed regulated diets rich in certain foods that were thought to cure specific illnesses. These are now known to be nutrition disorders caused by the lack of certain vitamins consumed in one's diet. Besides dieting, Han physicians also prescribed moxibustion, acupuncture, and calisthenics as methods of maintaining one's health. When surgery was performed by the physician Hua Tuo (d. 208 AD), he used anesthesia to numb his patients' pain and prescribed a rubbing ointment that allegedly sped the process of healing surgical wounds.","['Who believed that the same forces that controlled the universe also controlled the human body?', 'What was used during surgery to relieve patients of their pain?', 'What profession was the individual Zhang Zhongjing involved in?', 'How did Zhang Zhongjing attempt to cure various illnesses?', 'When did Hua Tuo die?']","['Han-era medical physicians', 'anesthesia', 'physician', 'prescribed regulated diets', '208 AD']"
374,"The history of the Greek people is closely associated with the history of Greece, Cyprus, Constantinople, Asia Minor and the Black Sea. During the Ottoman rule of Greece, a number of Greek enclaves around the Mediterranean were cut off from the core, notably in Southern Italy, the Caucasus, Syria and Egypt. By the early 20th century, over half of the overall Greek-speaking population was settled in Asia Minor (now Turkey), while later that century a huge wave of migration to the United States, Australia, Canada and elsewhere created the modern Greek diaspora.","['What location did many of the Greek people decide to live in other than Greece after the 19th century ?', ""During what period of domination were many Greeks unable to interact with it's central location ?"", 'The anthology of the Greek world is intimately joined with what areas of the world ?', 'What has lead to the current situation of vast dispersion of the Greek people ?', 'After the 19th century about how much of the Greek population resided in little Asia ?']","['Asia Minor (now Turkey)', 'Ottoman rule of Greece', 'history of the Greek people is closely associated with the history of Greece, Cyprus, Constantinople, Asia Minor and the Black Sea.', 'a huge wave of migration to the United States, Australia, Canada and elsewhere created the modern Greek diaspora.', 'By the early 20th century, over half of the overall Greek-speaking population was settled in Asia Minor (now Turkey)']"
375,"According to Shia beliefs, those who are firmly rooted in knowledge like Muhammad and the imams know the secrets of the Quran. According to Tabatabaei, the statement ""none knows its interpretation except God"" remains valid, without any opposing or qualifying clause. Therefore, so far as this verse is concerned, the knowledge of the Quran's interpretation is reserved for God. But Tabatabaei uses other verses and concludes that those who are purified by God know the interpretation of the Quran to a certain extent.","['Who do Shia Muslims believe can approach Quranic truths besides God and Muhammad?', 'According to Shia Muslims, who is the only one who can fully know the a Quranic interpretation?', 'How must God have treated those who are qualified to know Quranic sectets?']","['imams', 'God', 'purified']"
376,"Referring to great power relations pre-1960, Joshua Baron highlights that starting from around the 16th century and the rise of several European great powers, military conflicts and confrontations was the defining characteristic of diplomacy and relations between such powers. ""Between 1500 and 1953, there were 64 wars in which at least one great power was opposed to another, and they averaged little more than five years in length. In approximately a 450-year time frame, on average at least two great powers were fighting one another in each and every year."" Even during the period of Pax Britannica (or ""the British Peace"") between 1815 and 1914, war and military confrontations among the great powers was still a frequent occurrence. In fact, Joshua Baron points out that, in terms of militarized conflicts or confrontations, the UK led the way in this period with nineteen such instances against; Russia (8), France (5), Germany/Prussia (5) and Italy (1).","['How many wars occured between 1500s and 1953?', 'For bout how many years was an average of one great power fighting another each year?', 'What country had the most conflicts from 1500s through mid 20th century?', 'What span was the Pax Britannica?']","['64', '450', 'UK', 'between 1815 and 1914']"
377,"The West Coast of the continental United States and areas of Alaska (including the Aleutian Islands, the Alaskan Peninsula and southern Alaskan coast) make up part of the Pacific Ring of Fire, an area of heavy tectonic and volcanic activity that is the source of 90% of the world's earthquakes.[citation needed] The American Northwest sees the highest concentration of active volcanoes in the United States, in Washington, Oregon and northern California along the Cascade Mountains. There are several active volcanoes located in the islands of Hawaii, including Kilauea in ongoing eruption since 1983, but they do not typically adversely affect the inhabitants of the islands. There has not been a major life-threatening eruption on the Hawaiian islands since the 17th century. Volcanic eruptions can occasionally be devastating, such as in the 1980 eruption of Mount St. Helens in Washington.","['What is the area in the pacific known for heavy volcanic activity?', 'Which Hawaiin volcano has been erupting since 1983?', 'The Pacific Ring of Fire contains what percentage of the earthquakes on Earth?', 'When was the last time that the Hawaiin islands experienced a life threatening volcanic eruption?', 'What year did Mt St. Helens erupt causing devastating damage?']","['Pacific Ring of Fire', 'Kilauea', '90%', '17th century', '1980']"
378,"The Red Book audio specification, except for a simple ""anti-copy"" statement in the subcode, does not include any copy protection mechanism. Known at least as early as 2001, attempts were made by record companies to market ""copy-protected"" non-standard compact discs, which cannot be ripped, or copied, to hard drives or easily converted to MP3s. One major drawback to these copy-protected discs is that most will not play on either computer CD-ROM drives or some standalone CD players that use CD-ROM mechanisms. Philips has stated that such discs are not permitted to bear the trademarked Compact Disc Digital Audio logo because they violate the Red Book specifications. Numerous copy-protection systems have been countered by readily available, often free, software.","['When did record companies first attempt to protect their CDs from copying?', 'Who said that protected CDs are not allowed to carry the CDDA logo?', 'Where does the Red Book mention copy protection?']","['2001', 'Philips', 'in the subcode']"
379,"Discrete transistors are individually packaged transistors. Transistors come in many different semiconductor packages (see image). The two main categories are through-hole (or leaded), and surface-mount, also known as surface-mount device (SMD). The ball grid array (BGA) is the latest surface-mount package (currently only for large integrated circuits). It has solder ""balls"" on the underside in place of leads. Because they are smaller and have shorter interconnections, SMDs have better high-frequency characteristics but lower power rating.","['What is a discrete transistor?', 'What are the two most common types of transistor?', 'What is the newest surface-mount transistor?', 'What is another name for the surface-mount transistor?', 'What is a ball grid array composed of?']","['individually packaged transistors', 'through-hole (or leaded), and surface-mount', 'ball grid array (BGA)', 'surface-mount device (SMD)', 'solder ""balls"" on the underside in place of leads']"
380,"The Space Age is a period encompassing the activities related to the Space Race, space exploration, space technology, and the cultural developments influenced by these events. The Space Age began with the development of several technologies that culminated with the launch of Sputnik 1 by the Soviet Union. This was the world's first artificial satellite, orbiting the Earth in 98.1 minutes and weighing in at 83 kg. The launch of Sputnik 1 ushered a new era of political, scientific and technological achievements that became known as the Space Age. The Space Age was characterized by rapid development of new technology in a close race mostly between the United States and the Soviet Union. The Space Age brought the first human spaceflight during the Vostok programme and reached its peak with the Apollo program which captured the imagination of much of the world's population. The landing of Apollo 11 was an event watched by over 500 million people around the world and is widely recognized as one of the defining moments of the 20th century. Since then and with the end of the space race due to the dissolution of the Soviet Union, public attention has largely moved to other areas.","['What is the space age?', 'Who launched  Sputnik 1?', 'How long does did it take for the Sputnik 1 to orbit the earth?', 'What did Sputnik 1 usher in?', 'How many people watched the Apollo 11 landing?']","['a period encompassing the activities related to the Space Race, space exploration, space technology, and the cultural developments influenced by these events.', 'the Soviet Union.', '98.1 minutes', 'The Space Age', '500 million']"
381,"There are four categories of terra nullius, land that is unclaimed by any state: the small unclaimed territory of Bir Tawil between Egypt and Sudan, Antarctica, the oceans, and celestial bodies such as the Moon or Mars. In the last three of these, international treaties (the Antarctic Treaty, the United Nations Convention on the Law of the Sea, and the Outer Space Treaty respectively) prevent colonization and potential statehood of any of these uninhabited (and, given current technology, not permanently inhabitable) territories.","['What are the four categories of terra nullius?', 'What three treaties exist for unclaimed lands?', 'What do the treaties defend against?', 'Where is Bir Tawil located?']","['the small unclaimed territory of Bir Tawil between Egypt and Sudan, Antarctica, the oceans, and celestial bodies', 'the Antarctic Treaty, the United Nations Convention on the Law of the Sea, and the Outer Space Treaty', 'prevent colonization and potential statehood of any of these uninhabited (and, given current technology, not permanently inhabitable) territories.', 'between Egypt and Sudan']"
382,"It is a fundamental property of antennas that the electrical characteristics of an antenna described in the next section, such as gain, radiation pattern, impedance, bandwidth, resonant frequency and polarization, are the same whether the antenna is transmitting or receiving. For example, the ""receiving pattern"" (sensitivity as a function of direction) of an antenna when used for reception is identical to the radiation pattern of the antenna when it is driven and functions as a radiator. This is a consequence of the reciprocity theorem of electromagnetics. Therefore, in discussions of antenna properties no distinction is usually made between receiving and transmitting terminology, and the antenna can be viewed as either transmitting or receiving, whichever is more convenient.","['Are essential properties of an antenna changed based on what fungtion they are performing', 'What proposition explains the equivalency of the recieving pattern of an antenna?', 'Can the antenna serve more than one fungtion at a time?', 'What is one electrical trait of an antenna?']","['the same', 'reciprocity theorem of electromagnetics', 'either transmitting or receiving', 'radiation pattern']"
383,"Agriculture is almost entirely dependent on angiosperms, which provide virtually all plant-based food, and also provide a significant amount of livestock feed. Of all the families of plants, the Poaceae, or grass family (grains), is by far the most important, providing the bulk of all feedstocks (rice, corn — maize, wheat, barley, rye, oats, pearl millet, sugar cane, sorghum). The Fabaceae, or legume family, comes in second place. Also of high importance are the Solanaceae, or nightshade family (potatoes, tomatoes, and peppers, among others), the Cucurbitaceae, or gourd family (also including pumpkins and melons), the Brassicaceae, or mustard plant family (including rapeseed and the innumerable varieties of the cabbage species Brassica oleracea), and the Apiaceae, or parsley family. Many of our fruits come from the Rutaceae, or rue family (including oranges, lemons, grapefruits, etc.), and the Rosaceae, or rose family (including apples, pears, cherries, apricots, plums, etc.).","['On what is agriculture almost completely dependent?', 'What family of plants is most important for human sustenance?', 'What is the more common name of the Fabaceae?', 'What family do potatoes, tomatoes and peppers belong to?', 'What family would you find cherries in?']","['angiosperms', 'Poaceae', 'legume', 'Solanaceae', 'Rosaceae']"
384,"Hyderabad sits at the junction of three National Highways linking it to six other states: NH-7 runs 2,369 km (1,472 mi) from Varanasi, Uttar Pradesh, in the north to Kanyakumari, Tamil Nadu, in the south; NH-9, runs 841 km (523 mi) east-west between Machilipatnam, Andhra Pradesh, and Pune, Maharashtra; and the 280 km (174 mi) NH-163 links Hyderabad to Bhopalpatnam, Chhattisgarh NH-765 links Hyderabad to Srisailam. Five state highways, SH-1, SH-2, SH-4, SH-5 and SH-6, either start from, or pass through, Hyderabad.:58","['How many national highways form a junction in Hyderabad?', 'How many states are linked to from highways in Hyderabad?', 'How many miles long is NH-7?', 'How many state highways pass through or begin in Hyderabad?', 'What road connects Hyderabad to Bhopalpatnam?']","['three', 'six', '1,472 mi', 'Five', 'NH-163']"
385,"Santa Monica is featured in the video games True Crime: Streets of LA (2003), Vampire: The Masquerade – Bloodlines (2004), Grand Theft Auto San Andreas (2004) as a fictional district - Santa Maria Beach, Destroy All Humans! (2004), Tony Hawk's American Wasteland (2005), L.A. Rush (2005), Midnight Club: Los Angeles (2008), Cars Race-O-Rama (2009), Grand Theft Auto V (2013) as a fictional district – Del Perro, Call of Duty: Ghosts (2013) as a fictional U.S. military base – Fort Santa Monica, The Crew (2014), Need for Speed (2015)","['What type of games is Santa Monica featured in?', ""In what year did Tony hawk's American Wasteland release?"", 'What video game features Santa Monica in 2003?', 'Grand theft Auto V was released in what year?', 'What video game featured Santa Monica in 2015?']","['video', '2005', 'True Crime: Streets of LA', '2013', 'Need for Speed']"
386,"Washington University's sports teams are called the Bears. They are members of the National Collegiate Athletic Association and participate in the University Athletic Association at the Division III level. The Bears have won 19 NCAA Division III Championships— one in women's cross country (2011), one in men's tennis (2008), two in men's basketball (2008, 2009), five in women's basketball (1998–2001, 2010), and ten in women's volleyball (1989, 1991–1996, 2003, 2007, 2009) – and 144 UAA titles in 15 different sports. The Athletic Department is headed by John Schael who has served as director of athletics since 1978. The 2000 Division III Central Region winner of the National Association of Collegiate Directors of Athletics/Continental Airlines Athletics Director of the Year award, Schael has helped orchestrate the Bears athletics transformation into one of the top departments in Division III.","['What is the name of the Washington University sports teams?', 'At what division level does the Washington University sports teams compete?', 'How many NCAA division championships have the Washington University sports teams won?', ""In what years did the Washington University men's basketball teams win division championships?"", 'Who is the head of the Washington University Athletic Department?']","['the Bears', 'Division III', '19', '2008, 2009', 'John Schael']"
387,"The early track record of the CIA was poor, with the agency unable to provide sufficient intelligence about the Soviet takeovers of Romania and Czechoslovakia, the Soviet blockade of Berlin, and the Soviet atomic bomb project. In particular, the agency failed to predict the Chinese entry into the Korean War with 300,000 troops. The famous double agent Kim Philby was the British liaison to American Central Intelligence. Through him the CIA coordinated hundreds of airdrops inside the iron curtain, all compromised by Philby. Arlington Hall, the nerve center of CIA cryptanalysisl was compromised by Bill Weisband, a Russian translator and Soviet spy. The CIA would reuse the tactic of dropping plant agents behind enemy lines by parachute again on China, and North Korea. This too would be fruitless.","['How many troops did the Chinese enter into the Korean War?', 'Who compromised hundreds of airdrops?', 'Who was a Russian translator and Soviet Spy?']","['300,000', 'Kim Philby', 'Bill Weisband']"
388,"The presence of pain in an animal cannot be known for certain, but it can be inferred through physical and behavioral reactions. Specialists currently believe that all vertebrates can feel pain, and that certain invertebrates, like the octopus, might too. As for other animals, plants, or other entities, their ability to feel physical pain is at present a question beyond scientific reach, since no mechanism is known by which they could have such a feeling. In particular, there are no known nociceptors in groups such as plants, fungi, and most insects, except for instance in fruit flies.","[""What about pain in an animal isn't able to be known with certainty?"", 'An animals physical and behavioral reactions may be inferred to indicate the presence of what?', 'Who do specialists believe can feel pain?', 'No mechanism is known by which what organisms would be able to have a feeling such as pain?', 'What do fungi and fruit flies seem to lack?']","['presence', 'pain', 'vertebrates', 'plants', 'nociceptors']"
389,"Static analysis techniques for software verification can be applied also in the scenario of query languages. In particular, the *Abstract interpretation framework has been extended to the field of query languages for relational databases as a way to support sound approximation techniques. The semantics of query languages can be tuned according to suitable abstractions of the concrete domain of data. The abstraction of relational database system has many interesting applications, in particular, for security purposes, such as fine grained access control, watermarking, etc.","['How can static analysis be useful with query languages?', 'What do query languages support in abstract interpretation frameworks?', 'What is a security measure that uses a relational database system?', 'Can query languages be adjusted?']","['software verification', 'sound approximation techniques', 'watermarking', 'according to suitable abstractions of the concrete domain of data']"
390,"Cycling is popular in Tucson due to its flat terrain and dry climate. Tucson and Pima County maintain an extensive network of marked bike routes, signal crossings, on-street bike lanes, mountain-biking trails, and dedicated shared-use paths. The Loop is a network of seven linear parks comprising over 100 mi (160 km) of paved, vehicle-free trails that encircles the majority of the city with links to Marana and Oro Valley. The Tucson-Pima County Bicycle Advisory Committee (TPCBAC) serves in an advisory capacity to local governments on issues relating to bicycle recreation, transportation, and safety. Tucson was awarded a gold rating for bicycle-friendliness by the League of American Bicyclists in 2006.","['Why is cycling popular in Tucson?', 'What is The Loop?', 'How many miles of trails are in The Loop?', 'What organization advises the Tucson government on bike concerns?', 'What kind of places to ride bikes does Tucson have?']","['its flat terrain and dry climate', 'a network of seven linear parks', 'over 100', 'Tucson-Pima County Bicycle Advisory Committee', 'marked bike routes, signal crossings, on-street bike lanes, mountain-biking trails, and dedicated shared-use paths']"
391,"Armenian cuisine is as ancient as the history of Armenia, a combination of different tastes and aromas. The food often has quite a distinct aroma. Closely related to eastern and Mediterranean cuisine, various spices, vegetables, fish, and fruits combine to present unique dishes. The main characteristics of Armenian cuisine are a reliance on the quality of the ingredients rather than heavily spicing food, the use of herbs, the use of wheat in a variety of forms, of legumes, nuts, and fruit (as a main ingredient as well as to sour food), and the stuffing of a wide variety of leaves.","['What type of food is Armenian food most similair to?', 'What does Armenian cuisine place an emphasis on?', 'What does Armenian cuisine use to create its distinctive dishes?', 'What different uses does fruit have in Armenian food?']","['eastern and Mediterranean cuisine', 'quality of the ingredients', 'various spices, vegetables, fish, and fruits', 'main ingredient as well as to sour food']"
392,"Though it was known in the nineteenth century that bacteria are the cause of many diseases, no effective antibacterial treatments were available. In 1910, Paul Ehrlich developed the first antibiotic, by changing dyes that selectively stained Treponema pallidum — the spirochaete that causes syphilis — into compounds that selectively killed the pathogen. Ehrlich had been awarded a 1908 Nobel Prize for his work on immunology, and pioneered the use of stains to detect and identify bacteria, with his work being the basis of the Gram stain and the Ziehl–Neelsen stain.","['When was the first antibiotic discovered?', 'Who was the creator of antibiotic?', 'What bacteria did he treat first?', ""Who based their research on Enrlich's stains works?"", 'How was his discovery aknowledged?']","['In 1910', 'Paul Ehrlich', 'Treponema pallidum', 'Gram stain and the Ziehl–Neelsen', 'had been awarded a 1908 Nobel Prize']"
393,"Originally, every electronic component had wire leads, and the PCB had holes drilled for each wire of each component. The components' leads were then passed through the holes and soldered to the PCB trace. This method of assembly is called through-hole construction. In 1949, Moe Abramson and Stanislaus F. Danko of the United States Army Signal Corps developed the Auto-Sembly process in which component leads were inserted into a copper foil interconnection pattern and dip soldered. The patent they obtained in 1956 was assigned to the U.S. Army. With the development of board lamination and etching techniques, this concept evolved into the standard printed circuit board fabrication process in use today. Soldering could be done automatically by passing the board over a ripple, or wave, of molten solder in a wave-soldering machine. However, the wires and holes are wasteful since drilling holes is expensive and the protruding wires are merely cut off.","['What type of construction was originally used for all electronic components?', 'In what year was the Auto-Sembly process created?', 'What year was the patent for the Auto-Sembly process granted?', 'Although two men developed the Auto-Sembly process, to whom was the patent officially granted?', 'Which part of the Auto-Sembly manufacturing process is the most costly?']","['through-hole', '1949', '1956', 'U.S. Army', 'drilling holes']"
394,"Its main body is solid sterling silver and silver gilt, while its plinth is made of malachite, a semi-precious stone. The plinth has a silver band around its circumference, upon which the names of the title-winning clubs are listed. Malachite's green colour is also representative of the green field of play. The design of the trophy is based on the heraldry of Three Lions that is associated with English football. Two of the lions are found above the handles on either side of the trophy – the third is symbolised by the captain of the title winning team as he raises the trophy, and its gold crown, above his head at the end of the season. The ribbons that drape the handles are presented in the team colours of the league champions that year.","['What is the Premier League Championship trophy based on?', 'Where on the trophy can two of the lions be seen?', 'Where can the third lion be seen?', 'What do the ribbons on the trophy mean?', 'The Golden Boot is made of sterling silver, silver gilt and which semi-precious stone?', 'On what type of metal band are the title-winning clubs listed on the Golden Boot?', 'What does the green colour of Malachite on the Golden Boot represent?', 'How many lions are found on the Golden Boot?', 'Who symbolizes the third lion not found on the Golden Boot trophy?']","['The design of the trophy is based on the heraldry of Three Lions that is associated with English football.', 'Two of the lions are found above the handles on either side of the trophy', 'the third is symbolised by the captain of the title winning team as he raises the trophy, and its gold crown, above his head at the end of the season', 'The ribbons that drape the handles are presented in the team colours of the league champions that year.', 'malachite', 'silver', 'the green field of play', 'Two', 'the captain of the title winning team']"
395,"Roman religious beliefs date back to the founding of Rome, around 800 BC. However, the Roman religion commonly associated with the republic and early empire did not begin until around 500 BC, when Romans came in contact with Greek culture, and adopted many of the Greek religious beliefs. Private and personal worship was an important aspect of religious practices. In a sense, each household was a temple to the gods. Each household had an altar (lararium), at which the family members would offer prayers, perform rites, and interact with the household gods. Many of the gods that Romans worshiped came from the Proto-Indo-European pantheon, others were based on Greek gods. The two most famous deities were Jupiter (the king God) and Mars (the god of war). With its cultural influence spreading over most of the Mediterranean, Romans began accepting foreign gods into their own culture, as well as other philosophical traditions such as Cynicism and Stoicism.","['When did the Roman religion that is generally identified with the republic first established? ', 'Who did the Romans adapt several of their religious convictions from?', 'Where did a large amount of the deities that were worshiped in Roman civilization come from?', 'What religious element could be found in all Roman households?', 'What in Roman society was considered to be a temple to the gods?']","['around 500 BC', 'Greek', 'Proto-Indo-European pantheon', 'an altar', 'each household']"
396,"Australia had been shocked by the speedy collapse of British Malaya and Fall of Singapore in which around 15,000 Australian soldiers became prisoners of war. Curtin predicted that the ""battle for Australia"" would now follow. The Japanese established a major base in the Australian Territory of New Guinea in early 1942. On 19 February, Darwin suffered a devastating air raid, the first time the Australian mainland had been attacked. Over the following 19 months, Australia was attacked from the air almost 100 times.","['About how many Australians were taken prisoner after the fall of Singapore and British Malaya?', 'In what year did Japan establish a base in New Guinea?', 'What date was the Australian mainland first attacked?', 'What mainland Australian city was attacked by the Japanese on February 19?', 'For how many months was Australia attacked from the air by Japan?']","['15,000', '1942', '19 February', 'Darwin', '19']"
